Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,OtherSales,Global_Sales,CriticScore,Critic_Count,User_Score,User_Count,Developer,Rating
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,Namco Bandai Games,Everyone
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,Media Vision,Everyone 10+
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9,9.0,EA Sports,Everyone
Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,6.4,5.0,Torus Games,Everyone
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75.0,46.0,9,61.0,PlatinumGames,Teen
The Chronicles of Narnia: The Lion The Witch and The Wardrobe,XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6,6.0,Traveller's Tales,Teen
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7,5.0,SCEA,Everyone
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,31.0,6.5,315.0,Reality Pump,Mature
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,5.0,7.4,7.0,Bethesda Softworks,Everyone
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,Falcom,Teen
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,42.0,5.9,39.0,Arika,Teen
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,7.0,6.7,9.0,n-Space,Everyone 10+
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,52.0,6.1,24.0,Double Helix Games,Teen
From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,Electronic Arts,Teen
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0,Gaijin Entertainment,Teen
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,Mature
Grandia II,DC,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,Game Arts,Teen
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0,Namco,Everyone
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7,10.0,KCE Studios,Everyone 10+
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,High Voltage Software,Mature
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,7.0,7,35.0,Compile Heart,Teen
Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8,22.0,LucasArts,Teen
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7,24.0,Vicious Cycle,Teen
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2,66.0,4.0,8.3,10.0,Big Sky Software,Everyone
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,35.0,8.1,8.0,Namco,Everyone
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,Teen
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,Stormfront Studios,Teen
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,Mature
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,WayForward,Mature
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,Cyberlore Studios,Mature
Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,2XL Games,Everyone
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,Team Fusion,Everyone
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,8.0,6.8,9.0,Mad Catz,Everyone
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,21.0,6.6,14.0,Computer Artworks,Mature
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,40.0,7.2,36.0,Sony Online Entertainment,Teen
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,PopCap,Everyone 10+
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.3,26.0,Snowblind Studios,Teen
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,Mature
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,Teen
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,Eurocom Entertainment Software,Mature
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,Examu,Teen
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,Griptonite Games,Everyone 10+
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,Eutechnyx,Mature
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,From Software,Teen
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,CyberConnect2,Everyone 10+
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4,4.0,989 Sports,Everyone
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0,Gust,Teen
The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8,21.0,Pivotal Games,Teen
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,Mature
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,12.0,4.3,9.0,Eutechnyx,Teen
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,Mature
The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,Saffire,Everyone
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,SNK Playmore,Teen
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,Mature
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,Everyone
Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,Mature
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,21.0,8.9,36.0,Rebellion,Mature
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,Everyone 10+
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,Everyone
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,Everyone
Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,Mature
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,Mature
Aliens vs Predator,PC,2010,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,Rebellion,Mature
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,Teen
Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,Rockstar North,Mature
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6,4.0,989 Sports,Everyone
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7,18.0,Omega Force,Teen
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,Spiders,Mature
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.4,16.0,Genki,Everyone 10+
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,GCP1,Everyone 10+
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,28.0,6.9,35.0,Capcom,Teen
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,ChunSoft,Teen
LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,Everyone 10+
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0,Full Fat,Everyone
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,9.0,8.9,10.0,Capcom,Everyone
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0,From Software,Teen
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52.0,35.0,4.9,22.0,Pivotal Games,Mature
Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,Mature
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,19.0,8.3,7.0,Warthog,Mature
Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,Crystal Dynamics,Mature
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,Square Enix,Teen
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0,Phoenix Games Studio,Teen
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3,211.0,Ubisoft,Teen
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0,Zono Inc.,Teen
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0,Xpec,Everyone 10+
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,Griptonite Games,Teen
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.9,13.0,Next Level Games,Everyone
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,Taito Corporation,Everyone
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6,26.0,Firebrand Games,Everyone 10+
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,Gas Powered Games,Everyone 10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,Tecmo,Mature
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,Keen Games,Everyone 10+
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9,29.0,Harmonix Music Systems,Everyone
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,Teen
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,79.0,17.0,9,4.0,Software Creations,Everyone
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6,8.0,WayForward,Everyone
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,72.0,75.0,8.4,49.0,Climax Group,Mature
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,Game Republic,Teen
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,Konami,Mature
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,Obsidian Entertainment,Mature
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,Teen
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,SCEA San Diego Studios,Everyone
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,Everyone
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7,8.0,THQ,Teen
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,Takara Tomy,Teen
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,Teen
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7,6.0,Griptonite Games,Everyone 10+
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,8.0,Magic Rings,Everyone
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62.0,15.0,8.5,10.0,Pivotal Games,Mature
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0,NetherRealm Studios,Teen
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0,Santa Cruz Games,Teen
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61.0,40.0,7.3,21.0,Backbone Entertainment,Teen
Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0,Radical Entertainment,Teen
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0,Sonic Team,Teen
Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0,Seta Corporation,Mature
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,Rockstar San Diego,Teen
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8,24.0,K2 LLC,Mature
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,37.0,7.2,57.0,Swordfish Studios,Mature
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,Mature
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,Mature
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,Mature
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,Krome Studios,Everyone 10+
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0,From Software,Teen
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,Everyone
Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,Capcom,Teen
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0,Falcom,Teen
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8,5.0,BottleRocket Entertainment,Mature
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0,Piranha Bytes,Mature
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,19.0,Matrix Software,Everyone 10+
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0,Skip Ltd.,Everyone
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,Ubisoft Toronto,Mature
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0,Ganbarion,Teen
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,Teen
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,Pivotal Games,Mature
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8,185.0,Sega,Mature
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0,Activision,Everyone 10+
Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0,Cinemaware,Teen
R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0,Irem,Everyone
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0,Avalanche Software,Everyone 10+
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,Everyone
F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,Everyone
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,Krome Studios,Everyone 10+
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,Omega Force,Teen
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9,9.0,Crystal Dynamics,Mature
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,Vicious Cycle,Teen
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,Everyone
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,Mature
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,Everyone
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7,47.0,Harmonix Music Systems,Teen
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7,24.0,Tecmo Koei Canada,Mature
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0,Nippon Ichi Software,Teen
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,Spellbound,Teen
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Midway,Everyone
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,EA Redwood Shores,Everyone
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,Buena Vista Games,Everyone 10+
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,Bandai Namco Games,Teen
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,Mature
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,Milestone S.r.l,Everyone 10+
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,Behaviour Interactive,Everyone 10+
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,Sony Online Entertainment,Teen
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,Compile Heart,Teen
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,Grasshopper Manufacture,Mature
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0,Sonic Team,Teen
Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,Genuine Games,Mature
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,Omega Force,Teen
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,D3Publisher,Teen
The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,Now Production,Everyone
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,Destineer,Teen
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,Double Helix Games,Teen
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,Eurocom Entertainment Software,Teen
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,Krome Studios,Everyone
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,Teyon,Teen
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.8,41.0,SCE Japan Studio,Mature
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,Point of View,Mature
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7,332.0,Ubisoft Reflections,Teen
